run,N,p,n1,n2,angle1_deg,angle2_deg,dirX,dirY,bbox_X,bbox_Y
89,10,0.0,0,0,0.0,90.0,-0.12494932049775953,0.9921631253514455,48.98328591609547,50.97857572556505
90,10,0.0,0,0,0.0,90.0,0.993165926789807,0.11671093292294363,68.78031706719419,63.84764233216417
91,10,0.0,0,0,0.0,90.0,-0.2836662626604812,-0.958923068566105,43.62994994107961,72.05741148249334
92,10,0.0,0,0,0.0,90.0,0.19026144936172773,0.9817334571495333,46.569004233053036,63.69706322305699
93,10,0.0,0,0,0.0,90.0,-0.4350275941659366,-0.9004171212911255,51.60971655127519,71.11888870892903
94,10,0.0,0,0,0.0,90.0,0.4565113809833077,-0.8897175726221851,50.12002555697187,69.8972367033922
95,10,0.0,0,0,0.0,90.0,0.9683701713770472,0.24951795764471202,57.01499539445828,52.99644182750811
96,10,0.0,0,0,0.0,90.0,0.6956721587892966,0.7183594138628935,45.80181280653151,48.665633391935486
97,10,0.0,0,0,0.0,90.0,-0.10057894708120456,0.9949290805901877,68.9263513461836,63.95652806617334
98,10,0.0,0,0,0.0,90.0,0.9998990298379117,0.014210212144895923,44.07184395754419,57.57841296906025
99,10,0.0,0,0,0.0,90.0,-0.7617090994167316,0.6479191676943595,73.46800302551716,45.58798748629725
100,10,0.0,0,0,0.0,90.0,-0.9961843021236424,-0.08727448769503918,59.529851466011955,61.09872650508111
1,10,0.05,0,0,0.0,90.0,-0.6394506856126744,0.7688321147490399,50.45275588770755,55.31512662444574
2,10,0.05,0,0,0.0,90.0,-0.10423665571276484,-0.9945525222962428,43.86723079672167,63.17290468738304
3,10,0.05,0,0,0.0,90.0,-0.08812033522797534,0.9961098365739138,55.65203322975889,53.66540032658857
4,10,0.05,0,0,0.0,90.0,0.3667503337423051,-0.9303194035920717,51.79496116020964,68.18679188040491
5,10,0.05,0,0,0.0,90.0,-0.8917975861332518,0.45243459788891643,58.932632114901146,69.355260377641
6,10,0.05,0,0,0.0,90.0,0.593234031614682,-0.8050300514478889,50.44383486703107,66.02407189591732
7,10,0.05,0,0,0.0,90.0,-0.4606619170989581,-0.8875756858627397,42.565867627679204,71.0330848826018
8,10,0.05,0,0,0.0,90.0,-0.8934893141074488,0.4490844526097522,60.95401308434863,57.58356059257354
9,10,0.05,0,0,0.0,90.0,-0.9995187621673594,-0.031020059242846728,65.20958977268182,39.333291194381346
10,10,0.05,0,0,0.0,90.0,0.20579779320085315,0.9785945372388193,46.531307326659416,66.42763426888243
11,10,0.05,0,0,0.0,90.0,-0.6077260017577242,0.7941467791205669,54.27973491226902,67.92387929352003
12,10,0.05,0,0,0.0,90.0,-0.39883018743577514,-0.9170247987867856,66.23813696740125,58.581143519743286
13,10,0.05,0,0,0.0,90.0,-0.17197073153103806,0.9851020594317522,57.16736099899029,58.12064763929341
14,10,0.05,0,0,0.0,90.0,-0.3098955738782798,-0.9507705997193286,67.13736256410016,65.47431577127038
15,10,0.05,0,0,0.0,90.0,-0.050658055587792565,0.9987160564465077,49.336241948801174,74.1504832960899
16,10,0.05,0,0,0.0,90.0,0.5989894876844032,-0.8007568879776036,44.9874783623207,67.62116889302814
17,10,0.05,0,0,0.0,90.0,-0.9234321686334889,-0.3837616837737344,61.80691672153439,55.245056265595835
18,10,0.05,0,0,0.0,90.0,0.9389270367622821,-0.3441162879562664,50.03645667144964,59.165753684530756
19,10,0.05,0,0,0.0,90.0,-0.8360062044013525,0.5487199888854459,69.24339388046948,47.17826194723119
20,10,0.05,0,0,0.0,90.0,0.04237356832240298,-0.999101837005431,41.16491692576695,61.390778398186995
21,10,0.05,0,0,0.0,90.0,0.7284740900383477,0.685073353840887,48.39610488544038,54.47900451272751
22,10,0.05,0,0,0.0,90.0,0.10673967483023551,0.994287001733974,48.459298640787495,78.41631452883894
23,10,0.05,0,0,0.0,90.0,0.8989953651858559,-0.4379581411212144,49.9447966216465,57.183933473845215
24,10,0.05,0,0,0.0,90.0,0.6525920075186468,-0.7577094903211801,48.64788523240247,90.46630488916023
25,10,0.05,0,0,0.0,90.0,0.45470619640595056,0.8906414963104028,44.125744589466464,66.38616204827628
26,10,0.05,0,0,0.0,90.0,-0.11165362179449094,0.993747185525661,74.04743561298619,65.19763500414646
27,10,0.05,0,0,0.0,90.0,-0.9298949955559257,0.3678250905526224,52.51266698971783,50.07493196557671
28,10,0.05,0,0,0.0,90.0,-0.04958175062164474,-0.9987700686370679,61.73504826116308,63.909839870744726
29,10,0.05,0,0,0.0,90.0,-0.13494352192047765,-0.9908532918104969,46.14375417616736,50.81916963899274
30,10,0.05,0,0,0.0,90.0,0.44481652540479005,0.8956217163104129,47.901213356721314,57.59900117765773
31,10,0.05,0,0,0.0,90.0,0.2558584742290744,-0.9667142500062623,39.067388841347395,61.91458615181678
32,10,0.05,0,0,0.0,90.0,0.0849318862203815,0.9963867595984244,59.16375239090341,49.70173840260134
33,10,0.05,0,0,0.0,90.0,-0.8920343767447909,0.4519675549257185,52.575779493612146,73.43864151101937
34,10,0.05,0,0,0.0,90.0,-0.2639378464647156,0.9645396898021191,58.2347489528207,54.771256659037604
35,10,0.05,0,0,0.0,90.0,0.9918828122955435,0.1271553643095084,45.31916006790563,53.33445316039257
36,10,0.05,0,0,0.0,90.0,0.4696752423067894,-0.8828392643987119,50.36857485305606,55.48002565309344
37,10,0.05,0,0,0.0,90.0,0.9859843158885934,0.16683803170051642,53.87062022122622,49.769846292491415
38,10,0.05,0,0,0.0,90.0,-0.3591312436645315,0.9332870672113521,58.225295537931174,52.38899543200967
39,10,0.05,0,0,0.0,90.0,-0.9866909145412365,0.1626070083415172,53.580892048642,54.20296691730393
40,10,0.05,0,0,0.0,90.0,0.39909257774002016,0.916910635990676,55.62473226778471,47.61026150050456
41,10,0.05,0,0,0.0,90.0,0.9912203209268132,-0.13222055582149608,51.03616078683997,65.3271864743811
42,10,0.05,0,0,0.0,90.0,-0.8163637284633825,-0.5775381051059443,54.78203874599962,69.80967902098172
43,10,0.05,0,0,0.0,90.0,0.6741710388887452,-0.7385752570481021,85.93973753572652,71.48763810116111
44,10,0.05,0,0,0.0,90.0,-0.9177717508929694,0.3971083142706199,71.34472071638532,66.97511579509558
45,10,0.05,0,0,0.0,90.0,0.8604811630751916,-0.5094822548359906,50.016798582775216,55.17439399162049
46,10,0.05,0,0,0.0,90.0,0.9752902766351421,-0.2209273099934634,57.11217028051629,73.21646833797081
47,10,0.05,0,0,0.0,90.0,-0.9854945541472706,0.16970705272932032,45.487674721833535,73.26624250792814
48,10,0.05,0,0,0.0,90.0,-0.5367905451672921,0.8437155389223322,55.829751396952474,46.05721656676372
49,10,0.05,0,0,0.0,90.0,-0.26865323202201763,0.9632369599034932,58.260998376630525,60.097514005055245
50,10,0.05,0,0,0.0,90.0,-0.5345759336576588,-0.845120447719757,49.09085404081389,69.80493941036134
51,10,0.05,0,0,0.0,90.0,-0.9524380463196267,0.3047322889403957,66.77836123777766,47.21457017049736
52,10,0.05,0,0,0.0,90.0,-0.9996002286010043,-0.028273361682333895,50.44470888752926,51.38610030797376
53,10,0.05,0,0,0.0,90.0,0.9937991353369805,-0.11119028106570221,66.43269227155761,45.136174348651224
54,10,0.05,0,0,0.0,90.0,0.628146948523172,-0.7780947314183714,51.94619150902909,67.95122544077168
55,10,0.05,0,0,0.0,90.0,-0.44813146736756515,0.8939676660567724,45.11921620022372,63.575279509801135
56,10,0.05,0,0,0.0,90.0,0.8675501934261889,-0.4973496374646133,58.32417252334086,39.22109281277738
57,10,0.05,0,0,0.0,90.0,-0.373673800734316,-0.9275601816835233,46.39428171994939,60.59530424050419
58,10,0.05,0,0,0.0,90.0,-0.7734658044176222,-0.6338380308853364,59.92675108440237,52.101754168251304
59,10,0.05,0,0,0.0,90.0,-0.9886431609398869,0.15028206921249374,48.7952035944675,69.03506185876776
60,10,0.05,0,0,0.0,90.0,-0.9866164400094137,0.16305827272221043,58.04526293655837,65.8472546585879
61,10,0.05,0,0,0.0,90.0,-0.7621839866933267,-0.6473604640602227,70.29705215293733,51.62935618938211
62,10,0.05,0,0,0.0,90.0,-0.41604095414870623,-0.9093458772497042,46.661006548692356,62.797041812948
63,10,0.05,0,0,0.0,90.0,0.9998801841450111,-0.015479578616311064,70.3408600311179,69.85571487627841
64,10,0.05,0,0,0.0,90.0,-0.724607616332494,0.6891616663403015,73.55943534209078,49.15851435979425
65,10,0.05,0,0,0.0,90.0,0.9198990283838216,0.39215529778201497,52.012233874102336,50.58701713685641
66,10,0.05,0,0,0.0,90.0,-0.5571343390804173,-0.8304223794054606,52.22146589435005,44.99412323756292
67,10,0.05,0,0,0.0,90.0,0.7110494386069602,0.7031420168477536,63.320211246550066,46.269374880466415
68,10,0.05,0,0,0.0,90.0,-0.9732477642524309,-0.22975811058076828,38.17868446392889,63.895278218477166
69,10,0.05,0,0,0.0,90.0,0.861597913297657,-0.5075914063507411,48.745266089710356,58.97392755663916
70,10,0.05,0,0,0.0,90.0,-0.5277050896288153,-0.8494276534113095,56.448918591259456,49.616479598347034
71,10,0.05,0,0,0.0,90.0,-0.7985908450767762,-0.6018742909940252,61.44441954881866,52.01629681960975
72,10,0.05,0,0,0.0,90.0,0.9999309596638143,-0.011750570445864531,51.40641909198029,68.49043153898575
73,10,0.05,0,0,0.0,90.0,-0.6032925778836119,-0.7975199467540269,43.17734792798845,67.25834655338998
74,10,0.05,0,0,0.0,90.0,-0.7612214268916353,-0.6484920502527866,59.94530415033438,57.814666461477614
75,10,0.05,0,0,0.0,90.0,0.7634582434576882,-0.6458571904813797,48.87372909198821,59.9299239532485
76,10,0.05,0,0,0.0,90.0,0.4990442743271016,0.8665764895618485,51.15991267935553,50.000752650788584
77,10,0.05,0,0,0.0,90.0,-0.09383194813974342,0.9955880501032044,70.74257783960522,42.39064327442927
78,10,0.05,0,0,0.0,90.0,0.40832536862693647,-0.9128364548678348,39.74461883561456,74.10399428462208
79,10,0.05,0,0,0.0,90.0,-0.8967162453245896,-0.4426058917038616,68.02210800958595,48.14758707123753
80,10,0.05,0,0,0.0,90.0,-0.8884198113165068,-0.4590318495053937,50.2408146393788,64.00989040479291
81,10,0.05,0,0,0.0,90.0,-0.3322426020610615,-0.9431939638142809,46.5362331738291,60.96573693194577
82,10,0.05,0,0,0.0,90.0,0.6689382299314731,0.743317996913937,48.27223433426418,56.264489083803596
83,10,0.05,0,0,0.0,90.0,0.5642367938470781,-0.8256130089025787,51.600400392826906,58.50852253137553
84,10,0.05,0,0,0.0,90.0,0.9993333867225667,-0.036507289431085395,54.57512620286768,62.31002037076953
85,10,0.05,0,0,0.0,90.0,0.6665289405840631,0.7454791555529144,59.04596935646991,61.06380565619827
86,10,0.05,0,0,0.0,90.0,-0.5859233421922295,0.8103664831878769,46.724382817387806,66.60223471583294
87,10,0.05,0,0,0.0,90.0,-0.9975639314837156,0.06975817230083467,46.3780062566079,52.67674207281453
88,10,0.05,0,0,0.0,90.0,0.68303249728879,-0.7303879843257549,65.06395479363485,60.57765406113044
89,10,0.05,0,0,0.0,90.0,-0.9860132948769681,-0.16666668031092877,51.135938451228384,87.8297608541001
90,10,0.05,0,0,0.0,90.0,-0.46004973421227635,0.8878931478794134,72.24236292374191,56.00369518550309
91,10,0.05,0,0,0.0,90.0,0.9864477120962442,0.1640759315075967,45.515258463516645,66.15376314768858
92,10,0.05,0,0,0.0,90.0,-0.8002737419779188,-0.5996348371306152,59.603821432493376,50.70288228012711
93,10,0.05,0,0,0.0,90.0,0.4174778481813917,0.9086871003144233,50.16718649814405,59.39754522340948
94,10,0.05,0,0,0.0,90.0,0.4113001520210623,0.9114999643156609,50.35654938035428,66.31754187031873
95,10,0.05,0,0,0.0,90.0,-0.942015110225154,0.3355704577394903,62.708571473373766,50.5946094925777
96,10,0.05,0,0,0.0,90.0,-0.336501728775843,0.9416828481664457,63.57082800084983,53.4211347091353
97,10,0.05,0,0,0.0,90.0,0.485782097948858,-0.8740799467511001,35.837780548163074,61.75807756851327
98,10,0.05,0,0,0.0,90.0,0.7671974499093827,0.6414110015056963,64.84980353431786,51.765786940100824
99,10,0.05,0,0,0.0,90.0,-0.39883748813403447,-0.9170216235503578,35.075513984874604,74.51144359384728
100,10,0.05,0,0,0.0,90.0,-0.8657720753532248,-0.5004385212376941,59.62514402002502,53.83091575350003
1,10,0.1,1,0,0.0,90.0,0.5061725291496754,0.8624322412423024,72.66141932103912,38.43213174916685
2,10,0.1,1,0,0.0,90.0,-0.07245038285694402,0.9973720178668951,34.34269736665615,79.1348759254694
3,10,0.1,1,0,0.0,90.0,-0.2549225695600006,0.9669614695161988,63.71193879319428,72.31459108251806
4,10,0.1,1,0,0.0,90.0,0.9368136208709684,-0.349828872094093,63.77049014189535,60.12989020391335
5,10,0.1,1,0,0.0,90.0,0.8850265472451433,-0.4655405574934799,45.72547535955562,56.70929031800014
6,10,0.1,1,0,0.0,90.0,0.3524559978710025,0.9358283868128578,76.73313550648376,48.29856005663109
7,10,0.1,1,0,0.0,90.0,0.1531034299703436,0.9882101698177954,58.56029669733506,58.11207494753605
8,10,0.1,1,0,0.0,90.0,0.972548509745767,-0.23270022817197164,57.43090930839631,46.62297707101826
9,10,0.1,1,0,0.0,90.0,-0.3671173776941506,0.9301746239255134,64.83970961782933,47.56753201231015
10,10,0.1,1,0,0.0,90.0,-0.6202015928524591,0.7844424671212494,44.27491059793833,53.534550658695366
11,10,0.1,1,0,0.0,90.0,0.9988093290455402,-0.04878446690902536,45.74318711482992,54.649408324014075
12,10,0.1,1,0,0.0,90.0,0.4316768997463587,0.9020283001244318,49.45183864934096,60.1079989053225
13,10,0.1,1,0,0.0,90.0,0.8430903019343751,-0.5377720174797163,71.34694727203981,55.83242607590664
14,10,0.1,1,0,0.0,90.0,-0.657474959300308,-0.7534763950470235,67.22067258835688,48.7020299873531
15,10,0.1,1,0,0.0,90.0,0.30261703874759005,0.9531122325621677,37.241243214766236,105.45644201336187
16,10,0.1,1,0,0.0,90.0,0.659538277527177,-0.7516709788707322,72.12359516643303,87.83391422384331
17,10,0.1,1,0,0.0,90.0,-0.9946282668566525,0.1035114040564201,44.257559116652274,70.89452486621425
18,10,0.1,1,0,0.0,90.0,0.05061346834868722,0.9987183170552728,37.36999617348234,67.45801999117307
19,10,0.1,1,0,0.0,90.0,0.5097161831046584,-0.8603426135448706,63.36519194711103,53.693867758648665
20,10,0.1,1,0,0.0,90.0,-0.38667776275749116,-0.9222148924132929,53.09812052722148,51.51888473150414
21,10,0.1,1,0,0.0,90.0,-0.7260829559437454,-0.6876071124472122,53.80784435854572,64.4519652168971
22,10,0.1,1,0,0.0,90.0,-0.8206452236569945,-0.5714380254139214,49.36670488588593,50.272575281157714
23,10,0.1,1,0,0.0,90.0,-0.9596144371806884,-0.28131855956262597,75.52372635380115,56.75977052966431
24,10,0.1,1,0,0.0,90.0,-0.9595062970846012,-0.28168717729956594,82.07048005486945,60.539006657395944
25,10,0.1,1,0,0.0,90.0,0.6992901662944385,0.7148379280115855,35.68736201375782,70.27222466751331
26,10,0.1,1,0,0.0,90.0,0.5721227233714477,-0.8201680251034162,53.11960671598889,61.999436676579435
27,10,0.1,1,0,0.0,90.0,0.6791970604829848,-0.7339559612342369,65.12480127340929,54.026532350271985
28,10,0.1,1,0,0.0,90.0,-0.020312340579588153,0.9997936831267632,45.33613140063297,79.21188186996906
29,10,0.1,1,0,0.0,90.0,0.25466399046632543,0.9670296024216463,57.434979375685415,66.39916308309107
30,10,0.1,1,0,0.0,90.0,0.6513585420308458,-0.7587700901613418,59.30416902066029,60.737595636182476
31,10,0.1,1,0,0.0,90.0,-0.31109549012669263,-0.9503786592841997,43.58324974241342,72.51060014941211
32,10,0.1,1,0,0.0,90.0,0.9885270157926427,-0.15104416257536238,51.146336197456755,53.57468198198498
33,10,0.1,1,0,0.0,90.0,0.5711785315254959,-0.820825855540856,43.485031964185694,60.0585871346508
34,10,0.1,1,0,0.0,90.0,0.9497721716210966,0.3129422023539591,51.68268330984314,51.22361873194026
35,10,0.1,1,0,0.0,90.0,-0.9888082132653871,-0.14919221621422743,42.860078174323206,62.871704415970676
36,10,0.1,1,0,0.0,90.0,0.873307509446102,0.48716936884932155,56.89134982705038,47.0047090249077
37,10,0.1,1,0,0.0,90.0,-0.9723942020470778,0.23334420032481334,56.58237003053364,60.144315449154455
38,10,0.1,1,0,0.0,90.0,0.9697981113048183,0.2439090472073705,57.68988905737573,68.2326227444246
39,10,0.1,1,0,0.0,90.0,-0.729838878128011,0.6836192009977824,62.311303909707036,59.05033566878475
40,10,0.1,1,0,0.0,90.0,0.7121523955136795,0.7020249038062167,33.43738230910455,83.53952273818652
41,10,0.1,1,0,0.0,90.0,0.5002783822012197,0.8658646200776021,47.697664620731565,66.85436842353948
42,10,0.1,1,0,0.0,90.0,-0.4250921530725906,-0.9051500767254618,60.06032853738286,45.61518146928945
43,10,0.1,1,0,0.0,90.0,0.680030650942827,-0.733183683518854,59.00353293629717,48.9543756284409
44,10,0.1,1,0,0.0,90.0,0.7817782637666089,-0.6235565301575043,36.42394815547001,57.370398981616404
45,10,0.1,1,0,0.0,90.0,0.8866571993853342,0.4624273032360393,70.96443056609107,77.83610458756561
46,10,0.1,1,0,0.0,90.0,0.08384801259220076,-0.9964785551050952,50.682277372522314,53.75266351189701
47,10,0.1,1,0,0.0,90.0,0.6259946576018962,0.7798273454129989,71.15756505188459,37.100676150706235
48,10,0.1,1,0,0.0,90.0,-0.9513558630425962,0.30809417692399976,69.52960236415011,46.37755441631904
49,10,0.1,1,0,0.0,90.0,-0.8707424357433744,-0.49173937263116896,57.57845849888559,53.07739429811079
50,10,0.1,1,0,0.0,90.0,0.983811168219727,0.1792082176858422,58.232494078606564,56.09486634796228
51,10,0.1,1,0,0.0,90.0,0.44955400399851,-0.8932531542003687,37.048223697480196,69.19904012716495
52,10,0.1,1,0,0.0,90.0,-0.6716060071843238,-0.7409084768808695,48.394344054642104,68.08243913310041
